,Date,Open,High,Low,Close
1103,2013-11-04,521.1,526.82,518.81,526.75
1104,2013-11-01,524.02,524.8,515.84,520.03
1105,2013-10-31,525.0,527.49,521.27,522.702
1106,2013-10-30,519.61,527.52,517.02,524.896
1107,2013-10-29,536.27,539.25,514.54,516.678
1108,2013-10-28,529.04,531.0,523.21,529.876
1109,2013-10-25,531.315,533.23,525.11,525.958
1110,2013-10-24,525.0,532.47,522.45,531.91
1111,2013-10-23,519.0,525.67,519.0,524.96
1112,2013-10-22,526.405,528.4496,508.03,519.8675
1113,2013-10-21,511.77,524.3,511.52,521.362
1114,2013-10-18,505.99,509.26,505.71,508.89
1115,2013-10-17,499.98,504.78,499.68,504.5
1116,2013-10-16,500.79,502.53,499.23,501.114
1117,2013-10-15,497.505,502.0,495.52,498.68
1118,2013-10-14,489.83,497.58,489.35,496.04
1119,2013-10-11,486.99,493.84,485.16,492.812
1120,2013-10-10,491.32,492.38,487.04,489.638
1121,2013-10-09,484.64,487.79,478.28,486.588
1122,2013-10-08,489.94,490.64,480.54,480.94
1123,2013-10-07,486.56,492.65,485.35,487.75
1124,2013-10-04,483.86,484.6,478.6,483.03
1125,2013-10-03,490.51,492.35,480.7387,483.41
1126,2013-10-02,485.63,491.8,483.75,489.56
1127,2013-10-01,478.45,489.14,478.381,487.96
1128,2013-09-30,477.25,481.66,474.411,476.75
1129,2013-09-27,483.78,484.67,480.72,482.75
1130,2013-09-26,486.0,488.56,483.9,486.22
1131,2013-09-25,489.2,489.64,481.4301,481.53
1132,2013-09-24,494.88,495.47,487.82,489.1
1133,2013-09-23,496.1,496.91,482.6,490.64
1134,2013-09-20,478.0,478.55,466.0,467.41
1135,2013-09-19,470.7,475.83,469.25,472.3
1136,2013-09-18,463.18,466.35,460.66,464.68
1137,2013-09-17,447.96,459.71,447.5,455.32
1138,2013-09-16,461.0,461.6099,447.22,450.12
1139,2013-09-13,469.3402,471.8292,464.7,464.9
1140,2013-09-12,468.5,475.4,466.01,472.69
1141,2013-09-11,467.0101,473.69,464.81,467.71
1142,2013-09-10,506.2,507.45,489.5,494.64
1143,2013-09-09,505.0,507.92,503.48,506.17
1144,2013-09-06,498.44,499.38,489.95,498.22
1145,2013-09-05,500.25,500.68,493.64,495.27
1146,2013-09-04,499.56,502.24,496.28,498.691
1147,2013-09-03,493.1,500.6,487.35,488.58
1148,2013-08-30,492.0,492.95,486.5,487.216
1149,2013-08-29,491.65,496.5,491.13,491.7
1150,2013-08-28,486.0,495.8,486.0,490.896
1151,2013-08-27,498.0,502.51,486.3,488.59
1152,2013-08-26,500.75,510.2,500.5,502.97
1153,2013-08-23,503.27,503.35,499.35,501.02
1154,2013-08-22,504.98,505.59,498.2,502.96
1155,2013-08-21,503.59,507.15,501.2,502.36
1156,2013-08-20,509.71,510.57,500.82,501.07
1157,2013-08-19,504.34,513.74,504.0,507.74
1158,2013-08-16,500.15,502.94,498.86,502.33
1159,2013-08-15,496.42,502.399,489.0833,497.91
1160,2013-08-14,497.88,504.25,493.4,498.5
1161,2013-08-13,470.94,494.66,468.05,489.57
1162,2013-08-12,456.86,468.65,456.63,467.36
1163,2013-08-09,458.64,460.46,453.65,454.45
1164,2013-08-08,463.855,464.1,457.95,461.01
1165,2013-08-07,463.8,467.0,461.77,464.98
1166,2013-08-06,468.02,471.89,462.17,465.25
1167,2013-08-05,464.69,470.67,462.15,469.45
1168,2013-08-02,458.01,462.85,456.66,462.54
1169,2013-08-01,455.7527,456.8,453.26,456.676
1170,2013-07-31,454.99,457.3425,449.43,452.53
1171,2013-07-30,449.96,457.15,449.23,453.32
1172,2013-07-29,440.8,449.99,440.2,447.79
1173,2013-07-26,435.3,441.04,434.34,440.99
1174,2013-07-25,440.7,441.4,435.81,438.5
1175,2013-07-24,438.93,444.59,435.26,440.51
1176,2013-07-23,426.0,426.96,418.71,418.99
1177,2013-07-22,429.46,429.75,425.468,426.31
1178,2013-07-19,433.1,433.98,424.35,424.95
1179,2013-07-18,433.38,434.87,430.61,431.758
1180,2013-07-17,429.7,432.22,428.22,430.31
1181,2013-07-16,426.52,430.71,424.17,430.195
1182,2013-07-15,425.01,431.46,424.8,427.44
1183,2013-07-12,427.65,429.79,423.41,426.51
1184,2013-07-11,422.95,428.25,421.1701,427.288
